id,summary
265167516,"늦깎이 대학생…시·수필 즐겨한편 이 대표는 당진시대가 창간됐을 때부터 구독을 이어오고 있는 ‘열혈 독자’다.항상 시정을 견제하는 정론지, 시민에게는 문턱이 낮은 신문이 되길 바랍니다.”"
265205906,"오리요리 전문점 작은부엌이 지난 6일 송산면 가곡리에 자리했다.싱거울 수 있지만 한그릇을 비우고 나면 한 숟가락 더 뜨고 싶은, 여운이 남는 맛이다.■위치 : 송산로 1105-16(현대제철 서문 인근) ■문의 : 352-6160"
266137696,조선시대 읍성 축조기법의 전이를 통해 그동안 확보되지 못했던 면천읍성에 대한 기초 도면자료가 대략적으로 확보됐다.면천읍성이 서산의 해미읍성만큼 우수한 문화자원으로 탈바꿈하길 기대합니다.”
268446777,"재작년까지 소외계층 차량 수리 도와연간 차량 25~30대 정도가 접수될 정도로 소외 계층에게는 재정적으로 많은 도움이 됐다고.항상 함께하는 회원들에게 감사하고, 앞으로도 좋은 인연을 이어 갔으면 좋겠습니다.”"
269125649,제23회 충남장애인체육대회서 ‘당진’ 종합우승두 달간 훈련하느라 고생한 선수들이 부상없이 경기를 잘 마치고 와서 행복합니다.”고맙습니다.”
269872879,"당진항만관광공사한편 대상·최우수상·우수상·장려상 수상자 명단은 당진항만관광공사 홈페이지(www.dpto.or.kr)에서 확인할 수 있다.■산문 △대상: 이여경(송악중), 김희경(기지초) △최우수상: 조예림(합덕여고), 김새별(신평중), 김세유(기지초) △우수상: 박이린(합덕여고), 안아현(송악중), 노가현(기지초), 이은빈(기지초) △장려상: 홍윤(합덕여고), 성예진(신평중), 전혜진(송악중), 이슬희(서야중), 백원진(기지초), 현은호(기지초)"
269872884,준비위원장에 우혜숙 교수<임원명단>또한 여성들의 인권을 향상하고 주도적으로 지역문화를 창달해가도록 힘쓰겠습니다.”
272214660,"발기인 창립총회 개최이날 지역 내 당진감리교회(담임목사 방두석)와 기지시감리교회(담임목사 김대희)가 희망봉사단에 각각 300만 원의 후원금을 전달했으며, 희망봉사단에 총 5200만 원의 희망기금이 전달됐다.희망 봉사단을 통해 섬김과 나눔을 행하고 이웃과 정을 나누는 따듯한 문화를 확산시키기 위해 힘쓰겠습니다.”"
273741382,"2017 전국 지자체 일자리 대상 ‘우수상’“일자리 사업 청년층까지 확대”현재에 안주하지 않고 일하기 좋은 도시, 기업하기 좋은 도시를 만드는데 노력하겠습니다.”"
273741395,글사랑 캘리그라피 전문봉사단글사랑봉사단을 통해 봉사를 처음 해 본다는 권미희 씨는 “예쁜 글씨로 제작한 감성 문구 한 구절만으로도 사람들을 즐겁게 해 줄 수 있다는 것을 느꼈다”며 “봉사라는 것이 거창한 게 아니라 나의 작은 재능을 조금씩 이웃과 나누는 게 봉사인 것 같아 너무 뿌듯한 시간이었다”고 소감을 전했다.박해옥 시민기자
277551544,심근경색·동맥경화 등 심혈관계 질환에 탁월특히 약용으로 많이 쓰이면서 재구매율이 90%에 이르러 안정적인 소득 창출이 가능하다는 장점도 있다.또한 대호지농협 성기영 차장은 “시범농가를 시작으로 내년부터 전문농업인을 육성할 계획”이라며 “3농혁신의 일환으로 칸탈로프멜론 재배를 확대해 나갈 예정”이라고 말했다.
279052943,김지철 교육감 특강 실시경쟁에서 이기고 더 먼저 앞서 나가는 것에 주목했습니다.마을 전체가 교육의 기능을 해야 하며 함께 아이들을 돌봐야 비로소 당진에 행복교육이 이뤄질 수 있습니다.”
279940950,제13회 삽교호조개구이축제 개최[미니인터뷰] 최춘길 번영회장앞으로 더욱 발전하고 성장하는 축제를 만들기 위해 더욱 노력하겠습니다.”
280555659,대한노인회 당진시지회 ‘노인의날’ 기념식<수상자 명단>강 씨는 “늦은 나이에 수상해 무척 기쁘다”며 “수상이 너무 감격스럽다”고 말했다.
282296616,학부모 인식 개선 및 주차 공간 확보해야지금은 당진과 충남에서 활발하게 활동하고 있지만 그 역시 오랫동안 가정주부였다.※이 기사는 지역신문발전위원회의 지원을 받아 취재·보도합니다.
284105074,형형색색의 아름다운 국화를 한 눈에 볼 수 있는 국화전시회가 당진시농업기술센터에서 열렸다.차재준 회장은 “올해로 13번째를 맞이하는 실적발표회는 33개 단위연구회에서 출품한 우수농산물”이라며 “그동안 가뭄 등 기상재해의 어려움 속에서도 최고의 농산물을 선보일 수 있어 뿌듯하다”고 말했다.앞으로도 국화전시회가 성공적인 축제가 될 수 있도록 노력하겠습니다.”
284709117,심상찬·조상연 “출마하겠다”현직 시의원들은 ‘고심’이어 “당내 협의가 있어야 하지만 지금으로써는 시의원 재선 도전에 뜻이 있다”고 밝혔다.
286744278,"고대면주민자치센터 요가반 “건강해서 즐겁고 화목해서 행복하다!”이은주 강사는 수강생 한 명 한 명 아파하는 부분을 짚어내면서, 어떻게 하면 상태가 좋아질 수 있을지 고민하며 강의한다.우리 요가반 회원들처럼 모두가 열정을 갖고 운동을 통해 건강을 되찾았으면 좋겠습니다.”"
287062791,"바둑교실·영어교실,·영화감상 등 문화·교육 프로그램지난 김장철 때는 임차인대표회에서 지원해 김장김치를 담가 아파트 내 경로당에 전달하고, 추운 겨울철에는 난방비도 보탰다.이규선 105동 대표 “계속해서 나눔을 실천하는 아파트가 되길 바랍니다.”"
287062797,"“활동 위해선 가족 도움 필요”그는 “회장 선거에 앞서 나를 겨냥하며 ‘나이 많은 사람을 몰아내자’는 등의 좋지 않은 소문이 일었다”며 “그 당시 작은 군 단위 도시의 후보자였지만 오기로 출마했고, 결국 당선됐다”고 말했다.※이 기사는 지역신문발전위원회의 지원을 받아 취재·보도합니다."
287166655,일본은 지진의 나라다.우리나라에는 비록 지진으로 집이 무너지는 일이 없으나 지진이 하삼도(경상·충청·전라)에 매우 많으니 오랑캐의 변란이 있지나 않을지 의심된다”일본이 진도 9에 해당하는 강력한 지진에도 중요 시설물이 끄떡없는 것은 3차례에 걸친 법률개정으로 철저히 대비해 왔다는 사실을 타산지석으로 삼고 그들의 공법을 분석하여 제대로 적용해야 할 줄 믿는다.
289331624,"당진산악회<임원명단>△회장: 위재형 △부회장: 이범주, 임승철, 방영희, 이나연, 백남숙 △감사: 이오형, 한봉현 △홍보이사: 강의규, 김석규 △고문: 백한기, 이태수, 이진숙, 홍달선, 양영진, 김태환, 이시헌, 이은순, 최소희 △산악대장: 문준식, 임서옥, 이근식 △구조대장: 류영균, 손승권 △재무: 김현경 △총무: 이준학더불어 “당진산악회는 일반산행과 더불어 기획산행, 해외산행, 백두대간을 타고 있다”며 “1986년에 설립돼 곧 32주년을 맞이하는데 앞으로도 계속해서 발전하는 당진산악회가 될 수 있도록 힘쓰겠다”고 전했다."
290178281,"“면천이 더 아름다워지길”이어 “미술관을 통해 면천이 더 아름다워지길 바란다”며 “감상자들이 면천읍성안 그미술관에서 충분히 작품을 바라보고, 힐링하는 공간이 됐으면 좋겠다”고 전했다.많은 작품보다는 감동을 줄 수 있는 작품을 선보이겠습니다.”"
290741800,"일방적인 시내버스 감차, 시민들 분노A씨는“12월 22일 시청 공지사항에 공지는 했지만 최소 예고기간 1개월도 지키지 않고 일방적으로 감차를 시행했다.그러면 인구는 자동으로 늘게 되어 있는 것 아니냐”고 반문했다."
290741856,"수도권 소재 2년제 이상 대학교 신입생·재학생·대학원생…부모가 1년 이상 광양거주 조건입사생은 기숙사 운영비로 월 12만원을 부담하면 되며, 학부모들의 부담을 덜어주기 위해 시에서 1인당 연 250만원을 지원한다.광양학사는 시가 지난 2014년부터 서울과 경기·인천 등 수도권 소재 대학교에 진학하거나 재학 중인 학생들의 주거 안정과 면학편의 제공을 위해 운영해 오고 있다."
292290053,"스쿨 존 확대, 적정지점‘횡단보도’설치 절실공영주차장 근처에 서초등학교가 있어 광양시선관위 사무실 앞에서부터 학교까지 300미터 가량 스쿨 존이 지정되어 있지만 왕복 2차로인 좁은 생활도로에 횡단보도는 설치되어 있지 않다.희망도서관 주변에 살고 있는 한 주민은“어린이는 움직이는 빨간 신호등."
293900916,"박방영 화백 초빙, 작가와의 만남 개최이어 “당진에 숨은 예술인재들이 많다”며 “앞으로는 지역의 숨은 작가들을 발굴해 그의 작품을 전시하고 싶다”고 전했다.부안에서 놀던 놀이터를 그리기도 했고 부안의 시인 신석정의 시도 한 수 적었어요.”"
296785658,"장애인복지관, 방과후아카데미 토요체험다음에는 자동차도 만들어보고 싶어요”라며, 목공예 체험활동에 만족감을 보였다.장애아동 사회적 배려 청소년을 우선 접수 받으며, 참여 청소년들을 대상으로 △학습지원 △다양한 체험 활동 △캠프 △방과후 생활관리 등을 전액 무료(교재비별도)로 이용할 수 있다."
296806842,송악읍 한진풍어당제 “향토유적 지정 위해 노력”미니인터뷰 김홍식 추진위원장사라져가는 전통문화에 대해 당진시민들의 많은 관심을 부탁드립니다.”
297440295,아카데미 개설 등 새로운 변화 맞아제1기 오경덕미술아카데미가 4월 초 개강을 기다리고 있다.앞으로도 작가로서 작품 활동 열심히 하겠습니다.”
299148152,"23일 기공식, 어린이?또, 순천시 관내 기업에서 생산하는 로봇 물고기 체험관에서는 양식업과 수중 탐사의 새로운 가능성을 확인할 수도 있다.순천만잡월드는 2016년 고용노동부 공모사업에 선정돼 경기도 성남에 있는 한국잡월드에 이어 두 번째로 생기는 어린이와 청소년을 위한 직업체험시설이다."
299818040,"송악읍 기지시리 갑사가든너비아니, 갈비찜 등 한식요리와 면요리, 서양요리 등 다양한 요리를 선보일 계획이라고.■위치 : 송악읍 반촌로217-28 (구 가마솥보신탕 자리) ■문의 : 353-5289"
300619723,갤러리카페 아미띠에서 오는 22일까지이번 전시에서는 김한선 씨가 그린 설경 등 계절별 풍경을 그린 작품 12점을 감상할 수 있다.장애로 몸이 불편한 수강생들은 입에 붓과 연필을 물거나 혹은 엎드려서 그림을 그리며 작품활동을 해오고 있다.
300752415,"이용재 도의원, 지방대학 육성방안 요구이어“광양보건대학의 경우 국가고시 합격률 100%와 취업률 72.5%의 최고 수준을 자랑했으나 설립자의 횡령사건으로 폐교위기에 놓여 있다”며“청년이 돌아오는 전남을 구호만 외칠 것이 아니라 지역인재 유출을 막고 지역경제 활성화를 위해 지방대학 육성방안 마련에 전남도가 적극 나서주기 바란다”고 말했다.이용재 의원은“광양에서 생산되는 매실청을 가금류에게 투여한 결과 면역력 향상에 효과가 있다는 연구결과가 있다."
301415872,직접 꽃을 수확하는 체험 프로그램 실시이를 대비해 화훼연구회는 지난 1997년부터 일본 수출을 실시해오고 있다.모두 꽃을 사랑해주세요.”
304038198,"수공예 동아리 소느로, 천연염색 특강 개최“전통 염색에 대한 관심이 줄고 있는 가운데, 전통 천연염색에 대해 강의하게 돼 기쁩니다.염색장이가 직접 재배한 쪽으로 염색할 수 있어서 좋은 경험이었어요."
304479382,"활어차 보유, 인근 포구서 해산물 공수또한 지역 손님에게는 말린 우럭찜을, 타지 손님에게는 참치회를 추가로 제공하는 등 손님에 맞춰 서비스를 제공하고 있다.■위치 : 송산면 서정3길 24 (송산엠코타운아파트 입구) ■문의 : 355-9008"
306133207,"이성훈 sinawi@hanmail.net김 후보는 “초심을 잃지 않고 더행복한 광양, 희망찬 광양 만들기에 앞장서겠다”며“지역 발전을 위해 더욱더 열심히 뛰겠다”고 다짐했다.후보들은 오는 31일부터 6월 12일까지 공식적인 선거운동을 할 수 있다."
307524876,"민주당 대거 지원, 추미애·정세균·박영선 등 방문정 전 의장은 포스코 직원들이 점심식사 시간인 점을 감안, 조용히 직원들을 만나며 일일이 악수를 나눴다.이어“광양시가 한단계 도약하기 위해서는 확실한 예산 확보가 필요하고 확실한 예산은 집권 여당 시장이 최고다."
307524911,박형배 신임 광양상공회의소 사무국장박형배 사무국장은 10년 전인 2008년 12월 광양상의가 전라남도지사로부터 설립 인가를 받기까지 시민단체 활동을 하면서 상의 설립을 위해 많은 노력을 기울여왔다.이어 “다양한 입지의 산업용지와 훌륭한 산업인프라를 구축하고 있는 광양이 살기 좋고 기업하기 좋은 도시로 더욱더 경쟁력을 높이도록 노력하겠다”고 강조했다.
307550291,2018 상록묵향회 행복한 동행황윤정 서예가는 “오랫동안 서예를 좀 더 열의를 키우고자 국전에 도전했는데 당선이라는 영광을 얻게 됐다”며 “더 많은 시간을 투자해 더 좋은 작품을 출품했다면 하는 아쉬움도 있지만 감사할 따름”이라고 말했다.또한 저희들을 지도해준 다원 김용남 선생님께 감사합니다.”
309012847,유성근 대표·김은주 센터장가족을 돌보면서 그동안 힘들고 어려웠던 점을 함께 나누기도 한다고.■문의 : 358-8383
309915965,"12~13일 접수, 한국화?출품 작가 자격은 공고일(2018년 6월 21일) 기준 3년 이상 광양시에 주소를 두고 지역 내에서 예술 활동을 하고 있으면서 개인전 1회 이상 또는 기획전·그룹전 3회 이상(동일 작품 전시 제외)의 경력이 있어야 한다.정해종 문화예술팀장은“이번 작품 구입은 지역 예술인들의 활발한 창작활동을 지원하기 위해 준비한 만큼, 많은 예술가들이 수준 높은 작품으로 참여를 해줄 것을 당부드린다”고 말했다."
310587820,이시은 대표또한 이 대표는 보호자들의 휴식도 중요하게 생각해 인테리어에도 많은 노력을 기울였다.■문의 : 010-9999-6935
311474682,"道,임대구역 일부 교통영향평가‘보완 지시’ 올해까지 4년간 착공 연기만‘벌써 4번째’ 공사진행 지켜보는 주민들 불신 점점 커져그러나 부영주택이 평가 결과를 수정·보완한 후에도 건축경관공동위원회 심의도 득해야하는 등 주택건설사업계획 승인 신청까지 절차가 남아있어, 당초 7월 착공은 이미 물 건너 갔고, 올해 11월께나 돼야 착공을 할 수 있을 것으로 예상된다.올해에 교통영향평가 등의 이유로 7월 중 착공 계획이 11월 중으로 미뤄지게 돼 이번까지 공사가 4번째 지연된 것이다."
312338884,대덕동 장수네 민물장어 초벌구이 전문점한편 공 대표는 ‘정직’을 고집하며 장수네 민물장어 초벌구이 전문점을 운영할 계획이다.■위치 : 먹거리길 34 (카페 아미띠에 옆) ■문의 : 352-3530 / 010-8013-3530
313016481,"목표 100세대 중 74% 지원 완료…문의 잇달아이번 이자지원 혜택을 받는 74세대는 사회초년생 23세대, 신혼부부 28세대, 독신근로자 23세대로, 총 38억의 대출액에 대한 이자가 지원된다.이정교 수습기자"
314752491,"읍내1~12통, 수청1·2통 소속당진초와 계성초, 호서중·고등학교가 위치해 있어 연령층이 고르다.마을주민들이 서로 화합하고 도우며 발전할 수 있길 바랍니다.”"
315222570,"광양지역 리콜대상, 235대 중 210대 점검 완료‘25대 예정’시에 따르면 광양지역에 등록된 BMW 차량은 총 719대, 이중 리콜 대상 차량은 235대로 지난 15일 210대가 긴급안전점검을 실시한 것으로 확인됐다.한편, 긴급안전점검과 운행정지 대상 차량은 BMW 520d 등 42개 차종으로 전국적으로 10만6000여대 중 지난 15일까지 점검을 받지 않은 1만5000여대가 이에 해당한다."
315718127,"지난 14일까지 독일, 오스트리아, 체코 등 3개국 방문또 베를린 한국 대사관, 라이프찌히 멘델스존 하우스에서 목관5중주, 클라리넷 4중주, 금관 5중주, 클라리넷 솔로 등의 연주회를 갖기도 했다.2014년에는 한국을 방문한 독일의 작센주 청소년관현악단과 함께 백운아트홀에서 합동연주를 가졌으며, 2016년에는 독일, 오스트리아, 이탈리아 유럽 콘서트 투어를 했다."
316841450,"김호 기자 giant1kim@hanmail.net특히 이번 합의의 큰 특징은 2004년 교섭 이후 이어져 온 임금 교섭주기 1년을 2년인 2019년까지로 개편하는데 노·사가 적극 동의해 합의에 이르게 됐다는 점이다.한편, 플랜트노조는 POSCO 광양제철소 내 설비신설과 개보수 플랜트건설공사에 종사하는 일용직 건설노동자가 소속돼 있고, 건설인협의회는 광양제철소 내 플랜트설비공사를 수주해 조합원을 고용하는 플랜트 전문건설회사 협의체로 구성돼 있다."
318342444,"市, 4차산업혁명 기업지원 발굴 설명회 개최이 단장은“국내는 제조업에 대한 경제 의존도가 여전히 높고, 성장잠재력이 높은 서비스업은 2010년 이후 답보 상태”라며“단기간 내 신규 서비스업의 획기적 발전이 어려우니 국내기업이 경쟁력을 보유한 제조업에 서비스업을 접목하는 우회적 접근 시도가 필요하다”고 말했다.임채기 전략정책담당관은“이번 설명회를 통해 기업들이 4차산업 융합사례를 접목하고, 침체된 경기에 활력소를 불어 넣을 수 있는 계기가 되길 바란다”며 “앞으로도 기업들이 4차 산업혁명에 선도적으로 대응할 수 있도록 적극 지원하겠다”고 말했다."
320147295,"메밀과 우동, 만두만을 전문으로 하는 구만 모밀·우동·만두 전문점이 대덕동에 문 열었다.우동의 육수는 멸치와 바지락, 갖은 채소를 넣고 뽑아 뒷맛이 깔끔하다.■문의 : 357-8233"
320837218,"지역 청소년범죄 집계, 지난해 193건…‘올해 98건’한편으로 인터넷 사기나 사이버명예훼손 등이 주를 이루는 지능범죄는 지난해 20건, 올해 18건으로 별다른 감소폭을 보이지 않아 아쉬움도 남는다.이어“청소년인 만큼 섣부른 판단으로 아이들의 미래가 정해지는 것은 조금 우려스러운 부분”이라며“때문에 대부분 훈방·즉심 이후 선도 프로그램으로 인성교육을 유도하고 있고, 앞으로도 적극 운영해 지역 청소년범죄를 더욱 줄일 수 있도록 노력 하겠다”고 덧붙였다."
320837232,‘시민 행복!정현복 시장은“지난 민선6기는 어려운 여건을 극복하고 많은 변화와 발전을 이루어 낸 시기였다”며“민선7기에는 시민들의 오랜 열망인‘30만 자족도시’와‘전남 제1의 경제도시’를 실현하는데 시정의 모든 역량을 모아나가겠다”고 말했다.이어“광양시 발전과 특히 광양의 어린 아이들이 행복하고 안전하게 자랄 수 있도록 하는데 필요한 사업들이 잘 추진될 수 있도록 노력해 나가겠다”고 덧붙였다.
324884401,새로운 기술 습득 등 실시또한 1년 간 과제활동을 우수하게 수행한 읍면동 농촌지도자회를 선정해 시상하기도 했다.앞으로도 농촌지도자회 과제활동에 관심과 참여 부탁드립니다.”
325956089,35년 전 아무것도 없던 곳에 식당 차려대아우렁이식당은 직접 우렁이 농장을 운영하는 만큼 살이 통통한 우렁이만을 사용하며 김길례 대표가 30여 년 넘게 옛 방식으로 담근 된장을 사용해 요리한다.■ 위치 : 신평면 도성리 499-2
327563440,김상수2014년 삼성과 총액 80억 원의 첫 번째 FA 계약을 체결한 윤성환은 지난달 21일 FA 협상 개시 뒤 곧바로 협상 테이블에 앉았지만 양측의 생각 차이가 커 두 번째 협상 테이블은 마련되지 않고 있다.삼성 관계자는 “(러프가) 사인하기 전까지는 재계약 결과를 단정 지을 수 없지만 처음보다는 많이 진전된 상태”라며 “긍정적으로 보고 있다”고 말했다.
327710168,13일 오후 2시 대구FC 엔젤클럽 회원들이 포레스트 아레나를 방문했다.이는 어디에서나 볼 수 없는 구조로 우리나라에서는 최초다.대구FC가 연고지 밀착 점수에서 만점(10점)을 받는 데 기여했다.
327950812,"소품위주 전시에서 벗어나, 대작 전시 통해 회원들의 역량 과시이 화가는 점을 이용해 불빛이 바다에 비치는 아름다운 밤바다를 표현했다.작품 하나하나가 수작이다. 좋은 그림 볼 수 있게 해 주신 회원 여러분께 감사하다”고 말했다."
328618230,"2020년 총선 앞두고 당권 경쟁지역 당권에 도전장을 내 건 정용선 학장은 “당협위원장이 된다면 최소한 국민의 눈높이와 기대 수준에 걸맞은 정치, 국민으로부터 칭찬받는 정치인이 되도록 혼신의 노력을 다하겠다”고 말했다.한편 지역 당협 조직위원장 공모 결과는 1월 중순에 발표될 것으로 예상되고 있다."
328739166,우수의원으로 이종윤·조상연·최연숙 의원 “문화관광과·지역경제과 명확한 답변 좋았다”수상소감 이종윤 의원늘 공부하면서 즐겁게 일하겠다.”
329458873,"김원용주민들의 삶과 밀접한 정책을 펴는 지자체들은 더 직접적이며 적극적이다.축구공이 귀했던 시절, 나이든 사람들은'돼지 오줌보'하나만 있어도 그 날 하루는 참 행복했다."
329458884,"""도시화·산업화·경제화로 중부내륙 신산업도시 조성""시민들의 삶의 질을 높이기 위해 경로당 운영비 확대 및 보행기 지원, 장날 버스승하차 도우미 배치, 동부 노인복지관 신설과 맞춤형 여가프로그램 제공, 도시가스 확충, 장애인 자립을 위한 일자리와 활동 및 재활치료 지원, 임차콜택시 운영에 나서고 신도시 내 SOC 확충에 힘쓸 방침이다.무엇보다 충주를 경쟁력있는 도시로 만들기 위해 중부내륙선철도와 충북선 고속화, 충청내륙고속화도로와 하방마을 연결도로, 충북대병원 분원 유치, 신규 산업단지 조성 등 대규모 사업들을 적극 추진해 나갈 방침이다."
329458973,"""지역경제 회복… 더 잘사는 도시로""또한 군민의 안전과 생명을 책임지는 안심도시 만들기와 혁신과 성장을 주도하는 민생중심 경제육성, 기업하기 좋은 환경을 만들어 지역경제를 활성화 시키겠습니다.우리가 꿈꾸는 미래는 군민 여러분의 동참 속에 머지않아 현실로 돌아올 것입니다."
329469636,"[서울경제] 자녀의 졸업과 새학기 대비를 앞두고 예비초등 및 초등학생 자녀를 둔 학부모들이 자녀의 교육 문제 고민으로 골머리를 앓고 있다.특히 밀크티는 수능까지 이어지는 주요과목 수학, 영어의 경우 수준별수학, 수분별영어 코너를 제공한다.많은 학부모가 태블릿 PC를 활용한 스마트학습에 대해 걱정하는 바인 '선생님의 부재' 문제 역시, 첨삭 선생님을 비롯한 3명의 관리 선생님을 통해 아이의 학습 관리를 체계적으로 돕는다."
329473722,"2019년 1월 1일 저작권 징수규정 개정안이 적용되면서 국내 음악 서비스사들은 스트리밍 서비스 시 창작자에게 65%, 다운로드 시 70%를 창작자에게 수익을 배분해야 한다.새롭게 런칭한 상품은 '5곡 다운로드'상품과 '10곡 다운로드'상품이다.한편 2015년 출시된 '알뜰 음악감상' 상품은 고객이 스트리밍으로 음악을 감상한 만큼 비용을 지불하는 종량제 상품으로 라이트 유저들에게 유리하다."
329500458,"장터를 돌아다니며 사진을 찍어온 사진가 이흥재와 섬진강 시인 김용택, 연탄재 시인 안도현이 장날에 관한 담담하지만 울림을 주는 이야기들을 한 권의 책에 담아냈다.이는 사진가가 장터를 오가는 한 명 한 명을 클로즈업해 포착하고 나면, 두 명의 시인은 장날의 추억을 풀어내기 시작하는 방식으로 책이 흐름이 연결돼 있기 때문이다.이 책의 가장 큰 미덕이 바로 그러한 정겨운 사람들의 이야기를 담고 있다는 점이다."
