일자|시간|구분,공급량
2019-01-03 15 A,2092.30944451867
2019-01-03 16 A,2060.278797955079
2019-01-03 17 A,2094.094044445915
2019-01-03 18 A,2366.3953892638388
2019-01-03 19 A,2674.9579645351987
2019-01-03 20 A,2715.362536425245
2019-01-03 21 A,2706.6637795442134
2019-01-03 22 A,2684.566556335609
2019-01-03 23 A,2576.2218558514946
2019-01-03 24 A,2403.2966398508574
2019-01-04 01 A,2188.435595158261
2019-01-04 02 A,1944.5238227296238
2019-01-04 03 A,1820.316858323959
2019-01-04 04 A,1857.7592689306127
2019-01-04 05 A,2058.21804026027
2019-01-04 06 A,2202.8674751542485
2019-01-04 07 A,2646.876137296504
2019-01-04 08 A,3087.2962745008517
2019-01-04 09 A,3086.293666308113
2019-01-04 10 A,2895.029109091965
2019-01-04 11 A,2827.240693384752
2019-01-04 12 A,2509.9083991186003
2019-01-04 13 A,2389.341687417619
2019-01-04 14 A,2296.668624501903
2019-01-04 15 A,2172.1517799339
2019-01-04 16 A,2138.8994307533385
2019-01-04 17 A,2174.0044474974643
2019-01-04 18 A,2444.967713926772
2019-01-04 19 A,2720.910519221346
2019-01-04 20 A,2749.604035214723
2019-01-04 21 A,2740.7956249022304
2019-01-04 22 A,2708.3741126558098
2019-01-04 23 A,2618.492319028303
2019-01-04 24 A,2473.9172662307365
2019-01-05 01 A,2290.618927686434
2019-01-05 02 A,2048.4058031181776
2019-01-05 03 A,1917.5667608680953
2019-01-05 04 A,1953.3576936780396
2019-01-05 05 A,2102.9701977213995
2019-01-05 06 A,2250.763240606604
2019-01-05 07 A,2460.8623439418334
2019-01-05 08 A,2761.3584455077826
2019-01-05 09 A,2928.456302924418
2019-01-05 10 A,2924.5649656296273
2019-01-05 11 A,2870.9558532712394
2019-01-05 12 A,2622.315691414591
2019-01-05 13 A,2458.391559781557
2019-01-05 14 A,2363.041447304438
2019-01-05 15 A,2236.180519642952
2019-01-05 16 A,2206.370273616474
2019-01-05 17 A,2242.5821484841226
2019-01-05 18 A,2506.253050662291
2019-01-05 19 A,2735.1039351143945
2019-01-05 20 A,2736.6237752636885
2019-01-05 21 A,2743.5380584080985
2019-01-05 22 A,2693.6741810903604
2019-01-05 23 A,2589.3744940442707
2019-01-05 24 A,2459.7053234806194
2019-01-06 01 A,2227.1830674860985
2019-01-06 02 A,1998.2310761680535
2019-01-06 03 A,1862.5457623245334
2019-01-06 04 A,1901.208059821738
2019-01-06 05 A,2015.8206818971435
2019-01-06 06 A,2155.6379632312523
2019-01-06 07 A,2295.4503834966636
2019-01-06 08 A,2579.7580210800647
2019-01-06 09 A,2793.9639799550896
2019-01-06 10 A,2815.393133418408
2019-01-06 11 A,2791.167749587039
2019-01-06 12 A,2551.509286595669
2019-01-06 13 A,2422.8150126359446
2019-01-06 14 A,2328.8441956835213
2019-01-06 15 A,2233.2255387218756
2019-01-06 16 A,2203.4546675726097
2019-01-06 17 A,2239.6187119686397
2019-01-06 18 A,2488.18685370914
2019-01-06 19 A,2706.190279183007
2019-01-06 20 A,2721.642740637528
2019-01-06 21 A,2728.5191869118253
2019-01-06 22 A,2668.7491048765396
2019-01-06 23 A,2520.3936317853068
2019-01-06 24 A,2396.2181036912225
2019-01-07 01 A,2041.007817627859
2019-01-07 02 A,1810.749653400947
2019-01-07 03 A,1763.2519655166996
2019-01-07 04 A,1802.8830643755496
2019-01-07 05 A,2042.925711648176
2019-01-07 06 A,2210.2043891883604
2019-01-07 07 A,2655.6912043598995
2019-01-07 08 A,3075.196753990735
2019-01-07 09 A,3074.198073879144
2019-01-07 10 A,2883.682864920813
2019-01-07 11 A,2816.160034913058
2019-01-07 12 A,2500.071004978343
2019-01-07 13 A,2379.976657089444
2019-01-07 14 A,2287.6666745021093
2019-01-07 15 A,2163.637669824062
2019-01-07 16 A,2130.5155987791322
2019-01-07 17 A,2165.483078890646
2019-01-07 18 A,2447.062923705306
2019-01-07 19 A,2766.1395779855757
2019-01-07 20 A,2807.9209106859685
2019-01-07 21 A,2798.925749041508
2019-01-07 22 A,2776.075576611863
2019-01-07 23 A,2664.039097433962
2019-01-07 24 A,2485.221561594911
2019-01-08 01 A,2195.2331228152425
2019-01-08 02 A,1934.0181264145228
2019-01-08 03 A,1819.6088589399958
2019-01-08 04 A,1863.2608363891804
2019-01-08 05 A,2078.0011592421447
2019-01-08 06 A,2224.0402560977127
2019-01-08 07 A,2672.3145550110185
2019-01-08 08 A,3102.1297748832135
2019-01-08 09 A,3101.122351029118
2019-01-08 10 A,2908.9391245434495
2019-01-08 11 A,2840.8251120019513
2019-01-08 12 A,2521.9686282507423
2019-01-08 13 A,2400.8228184953146
2019-01-08 14 A,2307.704634453901
2019-01-08 15 A,2182.5897188145555
2019-01-08 16 A,2149.177654149972
2019-01-08 17 A,2184.4512849884118
2019-01-08 18 A,2468.4964454021006
2019-01-08 19 A,2790.36671104188
2019-01-08 20 A,2832.5138517826963
2019-01-08 21 A,2823.439934812788
2019-01-08 22 A,2800.389702302251
2019-01-08 23 A,2687.372310303834
2019-01-08 24 A,2506.989173557608
2019-01-09 01 A,2087.196430865241
2019-01-09 02 A,1849.5888397853698
2019-01-09 03 A,1735.3314831191128
2019-01-09 04 A,1776.9627771629932
2019-01-09 05 A,1970.2364935744433
2019-01-09 06 A,2108.7056790920155
2019-01-09 07 A,2533.7437572196504
2019-01-09 08 A,2941.279579477033
2019-01-09 09 A,2940.3243752642493
2019-01-09 10 A,2758.102933098467
2019-01-09 11 A,2693.519598621379
2019-01-09 12 A,2391.1909855809076
2019-01-09 13 A,2276.3247479302386
2019-01-09 14 A,2188.033328860165
2019-01-09 15 A,2069.403723242884
2019-01-09 16 A,2037.7235671738495
2019-01-09 17 A,2071.1687954559497
2019-01-09 18 A,2340.4905240858543
2019-01-09 19 A,2645.6767001517305
2019-01-09 20 A,2681.899631824557
2019-01-09 21 A,2673.308035040071
2019-01-09 22 A,2651.4830278049435
2019-01-09 23 A,2544.473027062735
2019-01-09 24 A,2376.9879883321164
2019-01-10 01 A,2087.196430865241
2019-01-10 02 A,1849.5888397853698
2019-01-10 03 A,1735.3314831191128
2019-01-10 04 A,1776.9627771629932
2019-01-10 05 A,1970.2364935744433
2019-01-10 06 A,2108.7056790920155
2019-01-10 07 A,2533.7437572196504
2019-01-10 08 A,2941.279579477033
2019-01-10 09 A,2940.3243752642493
2019-01-10 10 A,2758.102933098467
2019-01-10 11 A,2693.519598621379
2019-01-10 12 A,2391.1909855809076
2019-01-10 13 A,2276.3247479302386
2019-01-10 14 A,2188.033328860165
2019-01-10 15 A,2069.403723242884
2019-01-10 16 A,2037.7235671738495
2019-01-10 17 A,2071.1687954559497
2019-01-10 18 A,2340.4905240858543
2019-01-10 19 A,2645.6767001517305
2019-01-10 20 A,2681.899631824557
2019-01-10 21 A,2673.308035040071
2019-01-10 22 A,2651.4830278049435
2019-01-10 23 A,2544.473027062735
2019-01-10 24 A,2376.9879883321164
2019-01-11 01 A,2080.961291580603
2019-01-11 02 A,1849.0225810379286
2019-01-11 03 A,1730.9126477705688
2019-01-11 04 A,1766.5170974830462
2019-01-11 05 A,1957.135813735344
2019-01-11 06 A,2094.6847441374293
2019-01-11 07 A,2516.8980532436267
2019-01-11 08 A,2921.725425070145
2019-01-11 09 A,2920.7765690680467
2019-01-11 10 A,2739.766156010854
2019-01-11 11 A,2675.612037201538
2019-01-11 12 A,2375.292675906635
2019-01-11 13 A,2261.189830070539
2019-01-11 14 A,2173.4851886994106
2019-01-11 15 A,2055.6439859387615
2019-01-11 16 A,2024.1743736493627
2019-01-11 17 A,2057.3973276232823
2019-01-11 18 A,2313.8336140611805
2019-01-11 19 A,2574.9824745376536
2019-01-11 20 A,2602.137663442596
2019-01-11 21 A,2593.8014927884597
2019-01-11 22 A,2563.118174304985
2019-01-11 23 A,2478.0551556901405
2019-01-11 24 A,2341.231112566039
2019-01-12 01 A,2041.5878387489809
2019-01-12 02 A,1825.6961053323819
2019-01-12 03 A,1709.0753909087182
2019-01-12 04 A,1740.976909617538
2019-01-12 05 A,1874.3309666955502
2019-01-12 06 A,2006.0632841423242
2019-01-12 07 A,2193.3308390659786
2019-01-12 08 A,2449.4562729552495
2019-01-12 09 A,2597.6868523609965
2019-01-12 10 A,2594.2348919900633
2019-01-12 11 A,2546.6788675791813
2019-01-12 12 A,2326.1130516833255
2019-01-12 13 A,2180.697847765041
2019-01-12 14 A,2096.113864239472
2019-01-12 15 A,1983.5770005002455
2019-01-12 16 A,1957.1326755457073
2019-01-12 17 A,1989.2558115091822
2019-01-12 18 A,2223.155223545658
2019-01-12 19 A,2426.1662000136043
2019-01-12 20 A,2427.5144326565414
2019-01-12 21 A,2433.648013376944
2019-01-12 22 A,2389.414343714765
2019-01-12 23 A,2296.891295952809
2019-01-12 24 A,2181.8632723690716
2019-01-13 01 A,1955.07511736884
2019-01-13 02 A,1731.1352164627374
2019-01-13 03 A,1613.577364713236
2019-01-13 04 A,1647.0744065722622
2019-01-13 05 A,1746.374863290081
2019-01-13 06 A,1867.512654591866
2019-01-13 07 A,1988.6462342602972
2019-01-13 08 A,2253.8129920990873
2019-01-13 09 A,2461.2669895413205
2019-01-13 10 A,2480.1453355826147
2019-01-13 11 A,2458.80360690749
2019-01-13 12 A,2230.5370040623643
2019-01-13 13 A,2118.025744628284
2019-01-13 14 A,2035.8715458433762
2019-01-13 15 A,1952.27671921172
2019-01-13 16 A,1926.2494679254514
2019-01-13 17 A,1957.8659653501984
2019-01-13 18 A,2222.831455078173
2019-01-13 19 A,2441.209963108535
2019-01-13 20 A,2455.1499346018463
2019-01-13 21 A,2461.3533129646476
2019-01-13 22 A,2392.788203658806
2019-01-13 23 A,2243.3243425779465
2019-01-13 24 A,2132.794135417593
2019-01-14 01 A,1950.366947288548
2019-01-14 02 A,1730.329508089273
2019-01-14 03 A,1684.940152862603
2019-01-14 04 A,1722.812102093298
2019-01-14 05 A,1952.1997096155783
2019-01-14 06 A,2112.0532025944885
2019-01-14 07 A,2537.7656994195177
2019-01-14 08 A,2938.650190011075
2019-01-14 09 A,2937.6958394234575
2019-01-14 10 A,2755.6372407698427
2019-01-14 11 A,2691.1116216575815
2019-01-14 12 A,2389.053186772827
2019-01-14 13 A,2274.289600167755
2019-01-14 14 A,2186.077083364093
2019-01-14 15 A,2067.553491953462
2019-01-14 16 A,2035.901647085453
2019-01-14 17 A,2069.316986796955
2019-01-14 18 A,2338.398034112564
2019-01-14 19 A,2643.3114783408196
2019-01-14 20 A,2679.502039128286
2019-01-14 21 A,2670.9181202865207
2019-01-14 22 A,2649.112617127253
2019-01-14 23 A,2542.1982466476024
2019-01-14 24 A,2374.862882135442
2019-01-15 01 A,2048.4278493619504
2019-01-15 02 A,1804.6735398884696
2019-01-15 03 A,1697.9118593766866
2019-01-15 04 A,1738.6459587465213
2019-01-15 05 A,1939.0321533922456
2019-01-15 06 A,2075.3093951305063
2019-01-15 07 A,2493.6191923930523
2019-01-15 08 A,2894.703791534587
2019-01-15 09 A,2893.7637080428817
2019-01-15 10 A,2714.426800476761
2019-01-15 11 A,2650.86580925767
2019-01-15 12 A,2353.323007011022
2019-01-15 13 A,2240.275082468285
2019-01-15 14 A,2153.381301624174
2019-01-15 15 A,2036.629582593017
2019-01-15 16 A,2005.4509180346283
2019-01-15 17 A,2038.3667140115801
2019-01-15 18 A,2303.4251252434865
2019-01-15 19 A,2603.780255776315
2019-01-15 20 A,2639.429784569274
2019-01-15 21 A,2630.9741913082844
2019-01-15 22 A,2609.494670245143
2019-01-15 23 A,2504.178619709793
2019-01-15 24 A,2339.344840805691
2019-01-16 01 A,2038.3031641468224
2019-01-16 02 A,1806.2589439995295
2019-01-16 03 A,1694.676821967071
2019-01-16 04 A,1735.3333561974423
2019-01-16 05 A,1924.0817400173366
2019-01-16 06 A,2059.3087924100155
2019-01-16 07 A,2474.3949810447793
2019-01-16 08 A,2872.3887136019684
2019-01-16 09 A,2871.4558746483413
2019-01-16 10 A,2693.50098587856
2019-01-16 11 A,2630.4298128779888
2019-01-16 12 A,2335.1799560768777
2019-01-16 13 A,2223.003209468039
2019-01-16 14 A,2136.7790556407053
2019-01-16 15 A,2020.9270569872212
2019-01-16 16 A,1989.9886636649617
2019-01-16 17 A,2022.6508016004427
2019-01-16 18 A,2285.6666009047663
2019-01-16 19 A,2583.7071134283574
2019-01-16 20 A,2619.081917294133
2019-01-16 21 A,2610.6914851256333
2019-01-16 22 A,2589.377491071118
2019-01-16 23 A,2484.873034553817
2019-01-16 24 A,2321.309509407343
2019-01-17 01 A,2041.643603467853
2019-01-17 02 A,1809.2192879768047
2019-01-17 03 A,1697.4543911051194
2019-01-17 04 A,1738.1775219494655
2019-01-17 05 A,1927.235081243697
2019-01-17 06 A,2062.683639575768
2019-01-17 07 A,2478.4497517503514
2019-01-17 08 A,2877.0954098952275
2019-01-17 09 A,2876.1610429236107
2019-01-17 10 A,2697.9146587458554
2019-01-17 11 A,2634.740173285411
2019-01-17 12 A,2339.006688425203
2019-01-17 13 A,2226.6461929643715
2019-01-17 14 A,2140.2808014049874
2019-01-17 15 A,2024.2390337271981
2019-01-17 16 A,1993.2499623952142
2019-01-17 17 A,2025.9656018854357
2019-01-17 18 A,2289.4122289026245
2019-01-17 19 A,2587.9409406625023
2019-01-17 20 A,2623.3736895106053
2019-01-17 21 A,2614.9695135643155
2019-01-17 22 A,2593.620606552727
2019-01-17 23 A,2488.9449686231133
2019-01-17 24 A,2325.113521550909
2019-01-18 01 A,2054.626929192538
2019-01-18 02 A,1825.6219706268823
2019-01-18 03 A,1709.0059891428104
2019-01-18 04 A,1744.160084429801
2019-01-18 05 A,1932.3676980491941
2019-01-18 06 A,2068.176796210427
2019-01-18 07 A,2485.049603390853
2019-01-18 08 A,2884.7563849559674
2019-01-18 09 A,2883.81953086664
2019-01-18 10 A,2705.0986867042857
2019-01-18 11 A,2641.7560420661002
2019-01-18 12 A,2345.235367578908
2019-01-18 13 A,2232.57578858159
2019-01-18 14 A,2145.9805078015174
2019-01-18 15 A,2029.6298576992172
2019-01-18 16 A,1998.558299003606
2019-01-18 17 A,2031.3610216729912
2019-01-18 18 A,2284.5536906028146
2019-01-18 19 A,2542.3993250506246
2019-01-18 20 A,2569.211032744734
2019-01-18 21 A,2560.980304847782
2019-01-18 22 A,2530.685094265967
2019-01-18 23 A,2446.698022820306
2019-01-18 24 A,2311.604642965306
2019-01-19 01 A,2004.5229786879054
2019-01-19 02 A,1792.5488231279974
2019-01-19 03 A,1678.0443116789793
2019-01-19 04 A,1709.3669444744264
2019-01-19 05 A,1840.3011548411214
2019-01-19 06 A,1969.643053712469
2019-01-19 07 A,2153.5124459791496
2019-01-19 08 A,2404.9902200786696
2019-01-19 09 A,2550.531002953653
2019-01-19 10 A,2547.1416819589363
2019-01-19 11 A,2500.44861059047
2019-01-19 12 A,2283.8851885918793
2019-01-19 13 A,2141.108693316492
2019-01-19 14 A,2058.0595732877628
2019-01-19 15 A,1947.5648068464234
2019-01-19 16 A,1921.6003414040467
2019-01-19 17 A,1953.1405699808124
2019-01-19 18 A,2182.7956362853515
2019-01-19 19 A,2382.1227694977465
2019-01-19 20 A,2383.4465370707894
2019-01-19 21 A,2379.45441275174
2019-01-19 22 A,2336.2053543412444
2019-01-19 23 A,2245.741806380281
2019-01-19 24 A,2133.274227976526
2019-01-20 01 A,1940.97702860691
2019-01-20 02 A,1718.651137598627
2019-01-20 03 A,1601.9405646749283
2019-01-20 04 A,1635.1961821299542
2019-01-20 05 A,1733.7809471851792
2019-01-20 06 A,1854.0456578373346
2019-01-20 07 A,1974.306187210789
2019-01-20 08 A,2237.561799380617
2019-01-20 09 A,2443.5206063549645
2019-01-20 10 A,2462.262889831071
2019-01-20 11 A,2441.0749781451423
2019-01-20 12 A,2214.4535691883902
2019-01-20 13 A,2102.7532160984138
2019-01-20 14 A,2021.1911301502528
2019-01-20 15 A,1938.1987994429232
2019-01-20 16 A,1912.3591352772128
2019-01-20 17 A,1943.7477620117816
2019-01-20 18 A,2210.447050100342
2019-01-20 19 A,2434.2620647767353
2019-01-20 20 A,2448.162378130023
2019-01-20 21 A,2444.061904272033
2019-01-20 22 A,2375.9782804300444
2019-01-20 23 A,2227.5640009397375
2019-01-20 24 A,2108.2752699409
2019-01-21 01 A,1911.9764754861249
2019-01-21 02 A,1696.2679715067452
2019-01-21 03 A,1651.7715896720767
2019-01-21 04 A,1688.898460176772
2019-01-21 05 A,1913.7731807247976
2019-01-21 06 A,2070.4817751887194
2019-01-21 07 A,2487.81896175854
2019-01-21 08 A,2920.148726701398
2019-01-21 09 A,2919.2003825707534
2019-01-21 10 A,2738.2876176951327
2019-01-21 11 A,2674.1681075745455
2019-01-21 12 A,2374.010757066901
2019-01-21 13 A,2259.9694653437423
2019-01-21 14 A,2172.3121372658147
2019-01-21 15 A,2054.534505318411
2019-01-21 16 A,2023.0818696789345
2019-01-21 17 A,2056.2869011422804
2019-01-21 18 A,2323.6744159616915
2019-01-21 19 A,2626.6688070590044
2019-01-21 20 A,2662.631593012975
2019-01-21 21 A,2654.1016993270064
2019-01-21 22 A,2632.43343484941
2019-01-21 23 A,2526.1919581410752
2019-01-21 24 A,2359.90976285206
2019-01-22 01 A,2047.3856587351984
2019-01-22 02 A,1803.7553050558397
2019-01-22 03 A,1697.0479158052788
2019-01-22 04 A,1737.7613007613002
2019-01-22 05 A,1938.0455934962763
2019-01-22 06 A,2074.2535344957855
2019-01-22 07 A,2492.3506096808396
2019-01-22 08 A,2893.2312462335517
2019-01-22 09 A,2892.291640800249
2019-01-22 10 A,2713.0459310014244
2019-01-22 11 A,2649.5172623006874
2019-01-22 12 A,2352.125768781329
2019-01-22 13 A,2239.1353322284076
2019-01-22 14 A,2152.2857392701726
2019-01-22 15 A,2035.5933917105556
2019-01-22 16 A,2004.4305823636435
2019-01-22 17 A,2037.3296397498466
2019-01-22 18 A,2302.2532614638817
2019-01-22 19 A,2602.4556531228645
2019-01-22 20 A,2638.087053146486
2019-01-22 21 A,2629.6357597880487
2019-01-22 22 A,2608.167161654215
2019-01-22 23 A,2502.904667237344
2019-01-22 24 A,2338.1547108593186
2019-01-23 01 A,1975.6193706377346
2019-01-23 02 A,1750.7076907798967
2019-01-23 03 A,1642.555363208486
2019-01-23 04 A,1681.9622030131843
2019-01-23 05 A,1864.7252888875607
2019-01-23 06 A,1995.782857065664
2019-01-23 07 A,2398.0706057390566
2019-01-23 08 A,2783.7929136364933
2019-01-23 09 A,2782.8888371029816
2019-01-23 10 A,2610.4208689345423
2019-01-23 11 A,2549.2943827075683
2019-01-23 12 A,2263.1480269848744
2019-01-23 13 A,2154.4300496529836
2019-01-23 14 A,2070.864463338119
2019-01-23 15 A,1958.5845537826806
2019-01-23 16 A,1928.6000904640632
2019-01-23 17 A,1960.255149814848
2019-01-23 18 A,2215.161327531038
2019-01-23 19 A,2504.0122941000036
2019-01-23 20 A,2538.296379180578
2019-01-23 21 A,2530.1646509759753
2019-01-23 22 A,2509.5078357934935
2019-01-23 23 A,2408.225587215299
2019-01-23 24 A,2249.7052507216263
2019-01-24 01 A,2011.4753602539004
2019-01-24 02 A,1782.483769525344
2019-01-24 03 A,1672.3695524814482
2019-01-24 04 A,1712.491234637604
2019-01-24 05 A,1898.569653451987
2019-01-24 06 A,2032.0046134909207
2019-01-24 07 A,2441.5898851742645
2019-01-24 08 A,2834.309218028626
2019-01-24 09 A,2833.388741494548
2019-01-24 10 A,2657.792194416264
2019-01-24 11 A,2595.5568701965103
2019-01-24 12 A,2304.219803044035
2019-01-24 13 A,2193.529675320314
2019-01-24 14 A,2108.448204440275
2019-01-24 15 A,1994.1315308366195
2019-01-24 16 A,1963.60314762054
2019-01-24 17 A,1995.8324315773575
2019-01-24 18 A,2255.362622088858
2019-01-24 19 A,2549.4533618846613
2019-01-24 20 A,2584.3593622499434
2019-01-24 21 A,2576.0801240257606
2019-01-24 22 A,2555.04859302207
2019-01-24 23 A,2451.9290786013626
2019-01-24 24 A,2290.5331740424863
2019-01-25 01 A,2135.052572331324
2019-01-25 02 A,1897.087879480689
2019-01-25 03 A,1775.90934086238
2019-01-25 04 A,1812.4388271224439
2019-01-25 05 A,2008.009993998508
2019-01-25 06 A,2149.1325728836023
2019-01-25 07 A,2582.3153744255674
2019-01-25 08 A,2997.6605359504783
2019-01-25 09 A,2996.6870277914945
2019-01-25 10 A,2810.9737967179044
2019-01-25 11 A,2745.1528945414516
2019-01-25 12 A,2437.0309583608514
2019-01-25 13 A,2319.963615012945
2019-01-25 14 A,2229.9803259077153
2019-01-25 15 A,2109.077499663332
2019-01-25 16 A,2076.790277728477
2019-01-25 17 A,2110.876394787147
2019-01-25 18 A,2373.9751332218616
2019-01-25 19 A,2641.9088827291193
2019-01-25 20 A,2669.769588567943
2019-01-25 21 A,2661.216836486927
2019-01-25 22 A,2629.736336998616
2019-01-25 23 A,2542.4633024531167
2019-01-25 24 A,2402.084444088211
2019-01-26 01 A,2066.7068860496947
2019-01-26 02 A,1848.1601898644706
2019-01-26 03 A,1730.1053137434353
2019-01-26 04 A,1767.6548655341148
2019-01-26 05 A,1903.051207809125
2019-01-26 06 A,2036.8009739018773
2019-01-26 07 A,2226.9364862291436
2019-01-26 08 A,2486.9844193184254
2019-01-26 09 A,2637.4851142699304
2019-01-26 10 A,2633.980287959103
2019-01-26 11 A,2585.6959545127816
2019-01-26 12 A,2361.7522263835967
2019-01-26 13 A,2214.110023715608
2019-01-26 14 A,2128.2306568980534
2019-01-26 15 A,2013.9703182532473
2019-01-26 16 A,1987.1210048447945
2019-01-26 17 A,2019.736098882113
2019-01-26 18 A,2257.217623958533
2019-01-26 19 A,2463.3376645311137
2019-01-26 20 A,2464.706545031559
2019-01-26 21 A,2460.5783723470286
2019-01-26 22 A,2415.8554210326265
2019-01-26 23 A,2322.308948580306
2019-01-26 24 A,2206.008566138242
2019-01-27 01 A,2025.2348144840482
2019-01-27 02 A,1793.2627293943872
2019-01-27 03 A,1671.4883610095974
2019-01-27 04 A,1708.0420130393927
2019-01-27 05 A,1811.0159150476882
2019-01-27 06 A,1936.6349853250658
2019-01-27 07 A,2062.2496881671404
2019-01-27 08 A,2349.772188535083
2019-01-27 09 A,2566.054908785703
2019-01-27 10 A,2585.736669976063
2019-01-27 11 A,2563.4866907535998
2019-01-27 12 A,2325.505632714653
2019-01-27 13 A,2208.206175730209
2019-01-27 14 A,2122.555699902874
2019-01-27 15 A,2035.4032867139788
2019-01-27 16 A,2008.2683807673814
2019-01-27 17 A,2041.2303971764657
2019-01-27 18 A,2321.2982824205374
2019-01-27 19 A,2556.33227255805
2019-01-27 20 A,2570.929354511237
2019-01-27 21 A,2566.6233398602926
2019-01-27 22 A,2495.126948978113
2019-01-27 23 A,2339.2732393758947
2019-01-27 24 A,2214.0050286366163
2019-01-28 01 A,1850.256564029693
2019-01-28 02 A,1640.2578364298245
2019-01-28 03 A,1597.2298428513614
2019-01-28 04 A,1624.746175044818
2019-01-28 05 A,1838.6330224499054
2019-01-28 06 A,1989.1920067617789
2019-01-28 07 A,2390.1519103361356
2019-01-28 08 A,2820.5751489435856
2019-01-28 09 A,2819.659131143049
2019-01-28 10 A,2644.913163286718
2019-01-28 11 A,2582.97930327303
2019-01-28 12 A,2293.0534555324843
2019-01-28 13 A,2182.89950419881
2019-01-28 14 A,2098.2301628993805
2019-01-28 15 A,1984.4672324581502
2019-01-28 16 A,1954.086726913218
2019-01-28 17 A,1986.1598941369434
2019-01-28 18 A,2244.4329358537116
2019-01-28 19 A,2537.099117611209
2019-01-28 20 A,2571.836035388443
2019-01-28 21 A,2563.59690130141
2019-01-28 22 A,2542.667245782034
2019-01-28 23 A,2440.047236151163
2019-01-28 24 A,2279.4331237471456
2019-01-29 01 A,1980.2271369631658
2019-01-29 02 A,1743.2562315388147
2019-01-29 03 A,1640.1258913037047
2019-01-29 04 A,1669.9691777021753
2019-01-29 05 A,1859.9650829702023
2019-01-29 06 A,1990.688271261153
2019-01-29 07 A,2391.949624176755
2019-01-29 08 A,2791.5922161325666
2019-01-29 09 A,2790.6856075736646
2019-01-29 10 A,2617.734612517286
2019-01-29 11 A,2556.4369308113696
2019-01-29 12 A,2269.489171876429
2019-01-29 13 A,2160.4667107217656
2019-01-29 14 A,2076.6670842803483
2019-01-29 15 A,1964.0727150842786
2019-01-29 16 A,1934.0042750008326
2019-01-29 17 A,1965.7479899145496
2019-01-29 18 A,2221.368077228251
2019-01-29 19 A,2511.0280217479726
2019-01-29 20 A,2545.4081254405723
2019-01-29 21 A,2537.2536229004804
2019-01-29 22 A,2516.538954672831
2019-01-29 23 A,2414.9730473384416
2019-01-29 24 A,2256.0087467532057
2019-01-30 01 A,1880.8901502035526
2019-01-30 02 A,1665.4883178952566
2019-01-30 03 A,1562.5975265836694
2019-01-30 04 A,1591.0309874443153
2019-01-30 05 A,1749.9837461463587
2019-01-30 06 A,1872.9813133960124
2019-01-30 07 A,2250.5284868177328
2019-01-30 08 A,2626.552566574006
2019-01-30 09 A,2625.699537752949
2019-01-30 10 A,2462.9697885519495
2019-01-30 11 A,2405.294743852988
2019-01-30 12 A,2135.305335407838
2019-01-30 13 A,2032.7260021395284
2019-01-30 14 A,1953.8788570883885
2019-01-30 15 A,1847.9387122817718
2019-01-30 16 A,1819.6472895463928
