id,value
4032,2556628.512669321
4035,2472834.9025203953
4038,2209814.49849722
4040,3342795.6365458877
4042,2322793.073781201
4046,3155722.854771061
4054,2539575.7869504523
4065,3793063.307971873
4073,1658360.5973387696
4074,977069.0485831185
4084,1716967.6053813642
4106,2371899.946552009
4108,1154940.5574310448
4109,1212956.8848664449
4110,3771376.114481269
4111,2279547.1753384867
4112,2767786.2951799487
4113,1461095.7485629858
4115,710670.3676514406
4119,1985604.8959577242
4123,3136003.142177865
4129,2159288.6064954414
4131,1716977.755954463
4133,1367550.4010467029
4138,3125524.477477939
4143,2015121.84752908
4146,2015121.84752908
4151,1715462.9417722092
4161,977069.0485831185
4163,2209814.49849722
4166,607138.9915108479
4168,2456178.6541411323
4171,1813405.1943100307
4180,2107727.2532153283
4185,1761712.600857126
4189,3000248.7571560917
4190,1348764.6604810094
4191,2381231.2862888854
4197,1724186.9405591625
4201,1722675.5697471197
4208,2450946.069113306
4213,1657810.0554708892
4219,3703136.5992879407
4221,3062424.3173705484
4226,1388632.373718566
4233,2556512.457363333
4241,1411674.7692115486
4245,3349988.8120394307
4256,2232772.2128728447
4261,2474144.9373688647
4262,3214845.2437737295
4268,326580.09913015313
4274,303518.8637055303
4278,1733846.2875778282
4279,2156453.5809969595
4280,3175803.6425128505
4289,2282161.9418161106
4291,2749408.2157153925
4294,2547069.026964974
4301,2995345.888321108
4308,2360804.596337748
4310,3386425.422099488
4312,2710754.4189019836
4315,2505989.282431142
4321,2804240.6785677765
4325,2268755.6874017706
4326,1950896.339863601
4327,1778665.5638879035
4328,792369.2563397037
4329,2095563.8263180645
4341,1848611.1182016286
4343,2204227.842821323
4349,2443904.4647775996
4350,1388632.373718566
4357,1941927.310027219
4359,1819399.6395645677
4362,533626.5482060967
4364,1712414.1143875294
4366,1892828.3244583742
4369,533966.7931321188
4376,2879354.9083765885
4380,2904295.9759437903
4381,2389692.803790378
4383,1212956.8848664449
4388,1922889.3574923377
4395,3923995.461794053
4396,2869190.8287426867
4407,1550806.0907357032
4414,2475537.4406305063
4415,1559491.475213316
4416,3385861.19299676
4419,704835.8964974805
4425,2371899.946552009
4427,3169100.3548782594
4432,1712414.1143875294
4433,2449711.216217313
4435,3058008.15865694
4440,3237782.0074023996
4441,679429.2490238607
4443,1593406.412272813
4446,3922256.4765104144
4454,2864510.4769064346
4462,2195136.034709985
4474,3013715.0199588025
4481,990809.0319462476
4484,3708568.782652948
4489,2019678.891449564
4491,1878482.9312342727
4492,2388503.648057063
4505,1485837.6475406098
4510,1379219.2831960362
4520,2205177.684615262
4521,2186978.990706318
4522,2183094.4354048176
4529,892170.1022569799
4531,1699889.8846731035
4532,1899012.5440878924
4557,2186931.435963326
4561,2205625.74618261
4562,2180121.9343487886
4564,1579951.3803078118
4566,1013001.0692259758
4571,2373945.471917995
4581,2396791.0272727353
4584,3592974.1958031417
4585,1930543.2152841147
4590,2180570.2802684815
4594,2049620.862512284
4595,1344492.8475204012
4596,1852087.6342544716
4598,2021829.8060977
4601,2186931.435963326
4604,2935382.172291168
4605,2909842.25322901
4610,1924355.30192029
4618,1671554.4051909528
4619,2136749.8780740523
4620,1231207.5817414313
4623,2669059.2430331553
4628,1500914.3445767576
4635,1668945.5168467143
4645,1294677.814687028
4652,2362122.2454662733
4654,1369258.891689312
4655,2373945.471917995
4656,1901344.9528046302
4657,642545.7455338339
4661,681181.8537197141
4662,1283576.5051477281
4663,691858.466403147
4665,2263372.8982619587
4670,1988988.5433552514
4671,2001785.5388698531
4672,2258010.4675132656
4675,1277370.3553882737
4676,1374006.0827298893
4678,2276679.6147916825
4681,1185693.817716911
4684,1720926.7826869597
4687,1185693.817716911
4697,2741769.5564006898
4705,2004029.441386337
4707,1944491.1713848861
4714,1796581.1656386056
4715,1814317.0969420148
4717,1474162.116630647
4721,1407458.788019382
4725,2174756.226811089
4726,1600321.7376852497
4730,2377282.124776391
4732,1851262.126153684
4734,1833461.48950708
4735,1439560.7689432488
4741,1879075.9718952535
4750,2137317.8291759957
4757,1513254.440602375
4760,2146989.1813899567
4765,1596330.8647983111
4767,1178470.4972750254
4769,1729930.698881331
4770,893294.5588730951
4773,1441495.0027937738
4775,822211.5328870644
4779,1922536.271603382
4783,3850920.3563816412
4787,1369093.0615422586
4794,2063311.723075151
4796,2340754.503666318
4797,1507628.5325124313
4801,2151861.7053665263
4806,1881964.7936923523
4808,2390769.782205984
4814,3116424.85962732
4820,1687179.6715612432
4825,1808921.2057888135
4828,2058229.8994601152
