id,target
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,1
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,1
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,1
1271,1
1272,0
1273,0
1274,1
1275,0
1276,1
1277,0
1278,1
1279,0
1280,0
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,1
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,0
1354,1
1355,0
1356,0
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,1
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,0
1372,0
1373,1
1374,0
1375,1
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,0
1403,1
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,0
1422,1
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,0
1439,0
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,1
1452,0
1453,0
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,1
1472,1
1473,1
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,0
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,0
1491,1
1492,0
1493,0
1494,0
1495,0
1496,1
1497,1
1498,1
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,1
1507,0
1508,0
1509,1
1510,0
1511,0
1512,0
1513,1
1514,1
1515,0
1516,0
1517,0
1518,1
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,1
1540,1
1541,1
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,1
1553,1
1554,1
1555,0
1556,1
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,1
1582,1
1583,0
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,0
1591,1
1592,0
1593,0
1594,1
1595,1
1596,1
1597,1
1598,1
1599,0
1600,0
1601,1
1602,1
1603,0
1604,0
1605,0
1606,0
1607,1
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,1
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,0
1632,0
1633,0
1634,1
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,0
1646,1
1647,1
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,1
1657,1
1658,1
1659,1
1660,0
1661,0
1662,1
1663,1
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,1
1679,1
1680,0
1681,0
1682,0
1683,0
1684,0
1685,1
1686,0
1687,0
1688,1
1689,0
1690,1
1691,1
1692,0
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,1
1700,1
1701,1
1702,1
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,0
1714,0
1715,0
1716,1
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,1
1726,0
1727,1
1728,0
1729,0
1730,0
1731,1
1732,1
1733,1
1734,1
1735,0
1736,0
1737,1
1738,1
1739,1
1740,0
1741,1
1742,0
1743,1
1744,1
1745,0
1746,0
1747,1
1748,1
1749,0
1750,1
1751,0
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,1
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,1
1775,0
1776,1
1777,1
1778,1
1779,0
1780,1
1781,1
1782,1
1783,0
1784,0
1785,1
1786,0
1787,1
1788,1
1789,0
1790,1
1791,0
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,1
1799,1
1800,0
1801,0
1802,0
1803,0
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,1
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,1
1828,0
1829,0
1830,1
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,0
1841,0
1842,1
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,1
1850,1
1851,0
1852,0
1853,0
1854,1
1855,0
1856,1
1857,1
1858,1
1859,1
1860,0
1861,1
1862,0
1863,0
1864,0
1865,1
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,1
1888,1
1889,0
1890,0
1891,1
1892,1
1893,0
1894,1
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,0
1906,1
1907,1
1908,0
1909,1
1910,0
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,1
1923,0
1924,1
1925,1
1926,0
1927,1
1928,0
1929,0
1930,1
1931,1
1932,1
1933,1
1934,1
1935,0
1936,0
1937,1
1938,0
1939,1
1940,1
1941,1
1942,1
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,1
1958,0
1959,1
1960,1
1961,1
1962,0
1963,1
1964,0
1965,0
1966,0
1967,1
1968,0
1969,1
1970,1
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,1
1981,1
1982,0
1983,1
1984,1
1985,1
1986,0
1987,0
1988,1
1989,1
1990,1
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,0
2007,0
2008,1
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,0
2023,0
2024,1
2025,0
2026,1
2027,0
2028,1
2029,1
2030,1
2031,0
2032,1
2033,1
2034,1
2035,0
2036,0
2037,1
2038,0
2039,0
2040,0
2041,0
2042,0
2043,1
2044,0
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,1
2061,1
2062,0
2063,0
2064,1
2065,0
2066,0
2067,1
2068,1
2069,1
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,1
2078,0
2079,0
2080,1
2081,0
2082,1
2083,1
2084,0
2085,1
2086,0
2087,0
2088,1
2089,0
2090,1
2091,0
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,1
2119,1
2120,1
2121,0
2122,0
2123,0
2124,1
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,1
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,0
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2165,0
2166,1
2167,0
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,1
2176,0
2177,1
2178,1
2179,0
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,0
2188,0
2189,1
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,1
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,0
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,1
2229,1
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,1
2241,0
2242,0
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,0
2261,1
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,1
2283,0
2284,1
2285,1
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,1
2299,0
2300,1
2301,1
2302,1
2303,0
2304,1
2305,1
2306,0
2307,1
2308,0
2309,1
2310,1
2311,0
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,1
2327,1
2328,1
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,1
2351,1
2352,0
2353,0
2354,1
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,0
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,1
2376,0
2377,1
2378,1
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,0
2396,1
2397,0
2398,0
2399,0
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,0
2407,0
2408,1
2409,0
2410,0
2411,0
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,1
2428,0
2429,1
2430,0
2431,1
2432,1
2433,1
2434,1
2435,0
2436,1
2437,1
2438,0
2439,0
2440,1
2441,0
2442,1
2443,1
2444,1
2445,1
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,1
2467,1
2468,1
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,1
2498,1
2499,0
2500,0
2501,1
2502,1
2503,0
2504,0
2505,1
2506,1
2507,1
2508,1
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,1
2536,1
2537,0
2538,1
2539,1
2540,0
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,1
2549,0
2550,1
2551,0
2552,1
2553,1
2554,1
2555,1
2556,1
2557,0
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,1
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,1
2589,0
2590,0
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,1
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,0
2615,1
2616,1
2617,1
2618,0
2619,0
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,0
2646,0
2647,0
2648,1
2649,1
2650,1
2651,1
2652,1
2653,0
2654,0
2655,1
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,1
2673,1
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,0
2691,1
2692,1
2693,0
2694,0
2695,1
2696,1
2697,1
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,1
2710,0
2711,0
2712,1
2713,1
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,1
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,1
2755,1
2756,0
2757,0
2758,1
2759,1
2760,0
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,1
2770,1
2771,1
2772,0
2773,1
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,0
2794,1
2795,0
2796,1
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,0
2810,0
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,0
2818,0
2819,0
2820,1
2821,1
2822,1
2823,0
2824,1
2825,1
2826,0
2827,0
2828,1
2829,0
2830,0
2831,0
2832,0
2833,0
2834,1
2835,1
2836,0
2837,1
2838,1
2839,0
2840,0
2841,1
2842,1
2843,0
2844,1
2845,1
2846,1
2847,0
2848,0
2849,1
2850,0
2851,0
2852,0
2853,1
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,1
2861,1
2862,0
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,0
2871,0
2872,0
2873,1
2874,0
2875,1
2876,0
2877,1
2878,1
2879,0
2880,1
2881,0
2882,1
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,1
2914,1
2915,0
2916,1
2917,1
2918,0
2919,0
2920,0
2921,0
2922,0
2923,1
2924,0
2925,1
2926,0
2927,0
2928,1
2929,1
2930,0
2931,1
2932,1
2933,0
2934,1
2935,1
2936,0
2937,0
2938,0
2939,1
2940,1
2941,1
2942,0
2943,0
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,0
2952,1
2953,0
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,1
2963,1
2964,1
2965,0
2966,1
2967,0
2968,1
2969,1
2970,0
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,0
2980,0
2981,1
2982,1
2983,1
2984,0
2985,1
2986,1
2987,1
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,1
2996,1
2997,0
